embedding_type_layer	layer	model	embedding_type	label_type	pair_significance_bucket	n_systems	n_rows	n_samples_eval_total	n_samples_eval_mean	n_labels_mean	silhouette_cosine_mean	silhouette_cosine_weighted_mean	silhouette_euclidean_mean	silhouette_euclidean_weighted_mean	nearest_centroid_loo_acc_cosine_mean	nearest_centroid_loo_acc_cosine_weighted_mean	nearest_centroid_loo_acc_euclidean_mean	nearest_centroid_loo_acc_euclidean_weighted_mean	within_between_ratio_cosine_mean	within_between_ratio_cosine_weighted_mean	within_between_ratio_euclidean_mean	within_between_ratio_euclidean_weighted_mean	kmeans_ari_mean	kmeans_ari_weighted_mean	kmeans_ami_mean	kmeans_ami_weighted_mean
orig	13	transfo-xl-wt103	orig	raw	all	73	73	13730	188.08219178082192	9.095890410958905	-0.14928360929479823	-0.14922973048286017	-0.08249343580327048	-0.08237786756631503	0.4608817539836669	0.4580654695928471	0.4661827145927828	0.4634596911253972	0.8699940129740242	0.8713496956700915	0.9237576199461748	0.924660403213916	0.0856807830845902	0.08385518350059842	0.1436692982525768	0.14124392795078916
orig	13	transfo-xl-wt103	orig	raw	pair_significant	60	60	11141	185.68333333333334	9.533333333333333	-0.16770361384842544	-0.1690278929592947	-0.0922758235091654	-0.0928741367418025	0.44256879374711927	0.4377524459204739	0.44901748433569694	0.4443945785836101	0.8661171398709351	0.8674663741910238	0.920507263050485	0.9213566641509974	0.09102063871361854	0.08921426438552772	0.15158926762501707	0.14925436601600947
orig	13	transfo-xl-wt103	orig	raw	pair_not_significant	13	13	2589	199.15384615384616	7.076923076923077	-0.05718358652666211	-0.05701763677468405	-0.033581497273795925	-0.03349035298265867	0.5524465551664045	0.552675585284281	0.5520088658782126	0.552257525083612	0.8893783784894711	0.8894366875590098	0.9400094044246233	0.9400479270015313	0.05898150493944853	0.05889468177024835	0.1040694513903755	0.1039344419622357
orig	14	transfo-xl-wt103	orig	conditioned-cat-only	all	73	73	1807	24.753424657534246	2.911764705882353	0.18435474194120616	0.16640138053033554	0.11313190896180458	0.1018090232781751	0.8519479118122029	0.8253521126760563	0.8500339286719331	0.8276056338028169	0.6968972893221929	0.6365889551324848	0.8206117655424905	0.7837072056327564	0.29588544535843186	0.3792933404348393	0.32134898488421254	0.4433627499178669
orig	14	transfo-xl-wt103	orig	conditioned-cat-only	pair_significant	60	60	1782	29.7	2.9393939393939394	0.190023026849714	0.16865514439823373	0.11694739972271266	0.10333698510538254	0.8574946186448544	0.8274285714285714	0.855518894112963	0.8297142857142857	0.6877340672010367	0.6316694091332627	0.8147051581069278	0.7805642143411538	0.30642487922177775	0.3851523453611268	0.3329803406750557	0.4502568326971496
orig	14	transfo-xl-wt103	orig	conditioned-cat-only	pair_not_significant	13	13	25	1.9230769230769231	2.0	0.008637909777462482	0.008637909777462482	-0.0051483046263456345	-0.0051483046263456345	0.68	0.68	0.68	0.68	0.980957175078029	0.980957175078029	1.0037165960449357	1.0037165960449357	-0.030837004405286344	-0.030837004405286344	-0.03922304463192319	-0.03922304463192319
orig	14	transfo-xl-wt103	orig	conditioned-exclude	all	73	73	8300	113.6986301369863	3.088235294117647	0.018468305550852854	0.007312599320285522	0.010583571715963852	0.005109662408417821	0.6291142663570566	0.6162743230371479	0.6312128331128753	0.619540073479385	0.8678596267130007	0.8765190345259101	0.9248551694351774	0.9296200861817286	0.12321464071315895	0.11129072797444516	0.16487756257447372	0.1525763142318545
orig	14	transfo-xl-wt103	orig	conditioned-exclude	pair_significant	60	60	6288	104.8	3.1403508771929824	0.019468122858040948	0.005036196867305515	0.01181665886795191	0.005034082234401296	0.6355560845010039	0.6190726159230097	0.6380525714824807	0.6230971128608924	0.8580441927985372	0.8634279839666752	0.918170442878081	0.9204100742978127	0.13051630892084426	0.11956831904041634	0.17898180396111993	0.1717844738128807
orig	14	transfo-xl-wt103	orig	conditioned-exclude	pair_not_significant	13	13	2012	154.76923076923077	2.8181818181818183	0.01302485576727324	0.015274435317091361	0.0038700972218066454	0.0053740079986898176	0.5940421453511218	0.6064871481028152	0.5939742575450239	0.6070991432068543	0.9212992113584133	0.9223056648478366	0.9612497918015914	0.9618325818467105	0.08346111380465003	0.08233942262436832	0.08808780391384419	0.0853947768967477
orig	14	transfo-xl-wt103	orig	raw	all	73	73	13730	188.08219178082192	9.095890410958905	-0.14241962747312048	-0.1422973000249371	-0.09021697841106086	-0.09009203183834813	0.456867114522494	0.4550358383211409	0.46656171584088646	0.46501145348407597	0.882640443191951	0.8835699165393548	0.9329735275773068	0.9335395054475153	0.09090435809106812	0.08853901181986587	0.13631803076328497	0.13487120844366432
orig	14	transfo-xl-wt103	orig	raw	pair_significant	60	60	11141	185.68333333333334	9.533333333333333	-0.16026310642870764	-0.16145821697864515	-0.1004082719096914	-0.10102576335902781	0.4385912683543569	0.4349699308859169	0.4498885210499077	0.44672830087065796	0.8786549909282838	0.8794795914350316	0.9294640192050811	0.9298853704159704	0.09603451324945242	0.09355674180650843	0.14309038432739493	0.1418567585322705
orig	14	transfo-xl-wt103	orig	raw	pair_not_significant	13	13	2589	199.15384615384616	7.076923076923077	-0.05320223269518465	-0.053053246604677376	-0.0392605109179082	-0.03916698883170414	0.5482463453631795	0.5484949832775919	0.5499276897957802	0.5501672240802675	0.9025677045102863	0.9026210503132943	0.9505210694384362	0.9505590365455261	0.0652535822991465	0.06516838900164482	0.10245626294273502	0.10233524960705834
orig	15	transfo-xl-wt103	orig	conditioned-cat-only	all	73	73	1807	24.753424657534246	2.911764705882353	0.17837846132169943	0.16162426587902534	0.11074566398747265	0.09950078820153861	0.8474603297102563	0.8202816901408451	0.8445581471169894	0.824225352112676	0.7072660978994513	0.6526102108127569	0.8266981935796603	0.7952984969110456	0.2838407339122039	0.35260351783791344	0.2976335542604836	0.40227942384657595
orig	15	transfo-xl-wt103	orig	conditioned-cat-only	pair_significant	60	60	1782	29.7	2.9393939393939394	0.18386770269623207	0.16381586998142303	0.11469830551575269	0.101090602652835	0.852862275829942	0.8222857142857143	0.8498664744433438	0.8262857142857143	0.6983371375515258	0.6478751585574373	0.8205780379404538	0.7921395751755598	0.2939916286966391	0.35808123958424487	0.30849989616023876	0.40858660196769736
orig	15	transfo-xl-wt103	orig	conditioned-cat-only	pair_not_significant	13	13	25	1.9230769230769231	2.0	0.00821197871118784	0.00821197871118784	-0.011786223389208317	-0.011786223389208317	0.68	0.68	0.68	0.68	0.9840638686851351	0.9840638686851351	1.0164230183950613	1.0164230183950613	-0.030837004405286344	-0.030837004405286344	-0.03922304463192319	-0.03922304463192319
orig	15	transfo-xl-wt103	orig	conditioned-exclude	all	73	73	8300	113.6986301369863	3.088235294117647	0.019502033021879094	0.009223538126093398	0.011402410798774357	0.006414916079434919	0.6267674792810255	0.6153218124914954	0.6318125540965983	0.6223976051163423	0.8720633745934341	0.8799364177895108	0.928230379963285	0.9326191032362328	0.11154927578430643	0.10237686545988632	0.15033975921407336	0.14173441985146873
orig	15	transfo-xl-wt103	orig	conditioned-exclude	pair_significant	60	60	6288	104.8	3.1403508771929824	0.020248395352795417	0.006773904834858493	0.012453708729388344	0.006253864245429352	0.6312074971628089	0.6155730533683289	0.6368072652529603	0.6237970253718286	0.8637658372072746	0.8691044458214658	0.9224677618227788	0.9248155655171115	0.1175119700487512	0.11000032222928838	0.16145590426939838	0.15868836464460656
orig	15	transfo-xl-wt103	orig	conditioned-exclude	pair_not_significant	13	13	2012	154.76923076923077	2.8181818181818183	0.015438504775779115	0.01779125799109186	0.005678677620987098	0.006978203246718776	0.6025940485913162	0.6144430844553244	0.6046191266897396	0.6175030599755202	0.9172388559180796	0.9178218032224221	0.9596046342838181	0.9599123823456439	0.07908571812232927	0.07571342883985399	0.08981852502397024	0.08243711600031654
