embedding_type_layer	layer	model	embedding_type	label_type	pair_significance_bucket	n_systems	n_rows	n_samples_eval_total	n_samples_eval_mean	n_labels_mean	silhouette_cosine_mean	silhouette_cosine_weighted_mean	silhouette_euclidean_mean	silhouette_euclidean_weighted_mean	nearest_centroid_loo_acc_cosine_mean	nearest_centroid_loo_acc_cosine_weighted_mean	nearest_centroid_loo_acc_euclidean_mean	nearest_centroid_loo_acc_euclidean_weighted_mean	within_between_ratio_cosine_mean	within_between_ratio_cosine_weighted_mean	within_between_ratio_euclidean_mean	within_between_ratio_euclidean_weighted_mean	kmeans_ari_mean	kmeans_ari_weighted_mean	kmeans_ami_mean	kmeans_ami_weighted_mean
orig	8	bert_base_uncased	orig	raw	all	76	76	14183	186.6184210526316	8.986842105263158	0.021872316480924685	0.021721874515353328	0.015638389059652886	0.015608348820678011	0.7152086592662263	0.7167167167167167	0.7190691268128078	0.7202917202917203	0.7708016609211624	0.7710933750708444	0.8671287698856963	0.8672791879780841	0.22526331709955708	0.22378941729344912	0.32873768354236155	0.3281766351980379
orig	8	bert_base_uncased	orig	raw	pair_significant	62	62	11448	184.6451612903226	9.5	0.013185836742782304	0.012429356051844923	0.011109580533699162	0.010757185926215572	0.7054969124829872	0.7064989517819706	0.7101664276501721	0.7108665269042628	0.7613622631509201	0.7617776170911488	0.8613770313306296	0.8615849180573619	0.23130674853455097	0.22899102287157364	0.34354538788262945	0.3425826084073947
orig	8	bert_base_uncased	orig	raw	pair_not_significant	14	14	2735	195.35714285714286	6.714285714285714	0.06330014292437297	0.06363706418054019	0.037237322029586024	0.037490189961657525	0.7615262208478288	0.7628053585500394	0.7615281535884552	0.7628053585500394	0.8158203272100105	0.8131133897877698	0.8945601383790917	0.8929639799609167	0.19644079794804792	0.2003268559623343	0.2581163243810839	0.2631965007217904
orig	9	bert_base_uncased	orig	conditioned-cat-only	all	76	76	1862	24.5	2.9166666666666665	0.2204195558476974	0.22593182543384246	0.1270069175550495	0.13382703168215893	0.9092201937810059	0.9141734972677595	0.9092695842546006	0.915266393442623	0.6860392419662621	0.6209672131752915	0.8201147834426721	0.7752212707725212	0.3149702595231556	0.40881143833314837	0.34692021476838797	0.4844758807942149
orig	9	bert_base_uncased	orig	conditioned-cat-only	pair_significant	62	62	1837	29.629032258064516	2.942857142857143	0.22614460489289326	0.22862488482549911	0.13029703624179642	0.1354252869562553	0.9137420178349758	0.916308864265928	0.9137929049895884	0.9174168975069252	0.6779121060316379	0.6163513196208099	0.8154580656871617	0.7724710602655684	0.32532289365011985	0.4148429910339768	0.35868954768273215	0.49176041891331723
orig	9	bert_base_uncased	orig	conditioned-cat-only	pair_not_significant	14	14	25	1.7857142857142858	2.0	0.0314929373562336	0.0314929373562336	0.01843300089240074	0.01843300089240074	0.76	0.76	0.76	0.76	0.9542347278088614	0.9542347278088614	0.9737864693745123	0.9737864693745124	-0.02666666666666667	-0.02666666666666667	-0.04146777140497051	-0.04146777140497051
orig	9	bert_base_uncased	orig	conditioned-exclude	all	76	76	8568	112.73684210526316	3.084507042253521	0.1265220567273597	0.11888308096346005	0.07474768059328199	0.07020536712136209	0.8175898667158197	0.8236001603634906	0.8217372318791573	0.8270747026593612	0.7800162455113434	0.7903014180561653	0.8708118700180925	0.8766939525226101	0.23877362898205104	0.22488639373948	0.29835107537505984	0.28141142970970034
orig	9	bert_base_uncased	orig	conditioned-exclude	pair_significant	62	62	6422	103.58064516129032	3.169491525423729	0.12877107583278535	0.11952035329572183	0.07610994120877163	0.0706316520951729	0.8148677275488652	0.8190834473324213	0.8196317197993958	0.823358413132695	0.7711233823927302	0.7783752262871795	0.8655626576284566	0.8697705873192281	0.24510649883126467	0.2316177356757354	0.30979517575412086	0.2968225609576566
orig	9	bert_base_uncased	orig	conditioned-exclude	pair_not_significant	14	14	2146	153.28571428571428	2.6666666666666665	0.11377761512994766	0.11660371178971883	0.06702820377217399	0.06868064875631887	0.8330153219952291	0.8397553516819571	0.8336684669978056	0.8403669724770643	0.8304091365168186	0.8329585247626047	0.9005574068926949	0.9014571572378256	0.2028873665031735	0.20081000985983388	0.23350117322704758	0.22628953641425775
orig	9	bert_base_uncased	orig	raw	all	76	76	14183	186.6184210526316	8.986842105263158	0.024947812327494222	0.024713523057592404	0.016057293661870062	0.01601686148504593	0.7286374836421498	0.7295152295152295	0.7321159212601748	0.7332332332332332	0.7871452350117296	0.7876648564397121	0.8769599077643386	0.8771511796409199	0.22481172787497192	0.22432599468995673	0.3278754655443017	0.32772357641870564
